"id","topic_id","content","created","author_id"
1,1,"Разбивка данной  темы производится по модели двигателя.<br><span style=""color: #FF4040""><span style=""font-weight: bold"">ОБРАТИТЕ ВНИМАНИЕ</span></span> на то, что на многих двигателях проблемы схожи. Поэтому имея во владении JZ просмотрите и другие темы (например серия G или UZ), не относящиеся именно к Вашему мотору.<br><span style=""color: #FF0000"">НЕ НУЖНО СОЗДАВАТЬ ТЕМЫ_ДУБЛИ</span>...кОи будут нещадно удаляться, не смотря на количество ответивших<br><br>Ну и <span style=""font-weight: bold"">в преддверии зимнего периода</span>, наверно самые актуальные темы (для всех моторов)<br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=18330&amp;p=305212&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p305212"" class=""postlink"">Запуск замёршего...</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=11875&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Утренний запуск</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=9041&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">SOS! Замерз!!!</a><br><br><br><span style=""font-size: 150%; line-height: 116%;"">G</span><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=6748&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">плохо заводится 1GFE</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=17870&amp;p=291923&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p291923"" class=""postlink"">Заводиться рывками после ночной стоянки</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=20589&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Плохо заводится 1G-FE!</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=18729&amp;p=309362&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p309362"" class=""postlink"">1G-FE - не работает, как отрезало...</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=16300&amp;hilit=%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Двигатель не заводится!</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=22534&amp;hilit=%D0%BD%D0%B5+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Не заводится 1G-FE после замены прокладки трамблёра.</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=8209&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">на горячую не завелся</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=9148&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Не заводится 1G-GZE (крутит вяло, быстро садит акк).</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=21626&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">1G-GZEU не заводится, что делать,где копаться?</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=16138&amp;hilit=%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Датчик положения распредвала 1G-GZE</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=21324&amp;start=0&amp;hilit=%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">заглохла на ходу и больше не заводится</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=21522&amp;hilit=%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Ребята,прошу помощи, плохо заводится</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=11734&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Не работает стартер</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=19181&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Не могу завести 1g-ge</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=15981&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Нужны советы по 1GGZE !!!</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=12974&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Двигатель 1g-eu (не заводится)</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=13741&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">не заводится и даже не схватывает ! помогите !</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=9718&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Видимо, сломался двигатель 1G на Crown 151 1996г.в</a><br><br><br><span style=""font-size: 150%; line-height: 116%;"">JZ</span><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=12309&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Проблема завести двигатель с утра после дождя.</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=14064&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">1jzGE отказывается заводится.</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=15355&amp;hilit=%D0%BD%D0%B5+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Плохо заводится на ГОРЯЧУЮ! На холодную все в норме.</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=9506&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">1JZ-GE VVTI Проблема холодного пуска</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=19211&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Трабл запуска 1JZ вроде как ошибка №14</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=22420&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">1JZ FSE не заводится</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=22019&amp;p=368292&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p368292"" class=""postlink"">Не заводится мозги полетели.</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=21931&amp;p=367920&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p367920"" class=""postlink"">2JZ-FSE (D4) На холодную заводится, на горячую с 4-го раза!?</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=14944&amp;p=243348&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p243348"" class=""postlink"">Не заводится иногда - в.в.провода, катушка, датчики или что?</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=13482&amp;hilit=%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Не заводится HELP</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=17797&amp;p=287582#p287582"" class=""postlink"">Глохнет двигатель 1JZ-GE</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=17998&amp;p=291340&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p291340"" class=""postlink"">1JZ GE не заводится,заливает свечи</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=20028&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Проблемы с двигателем 1JZ-GE</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=19258&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Не заводится в -10</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=18755&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Нет искры на JZ-GE</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=19305&amp;p=322074&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p322074"" class=""postlink"">Богатит, плохо заводится 1jz-fse</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=16605&amp;p=268628&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p268628"" class=""postlink"">Странно глохнет</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=16176&amp;p=262132&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p262132"" class=""postlink"">Не заводится мой Крауняга</a><br><br><br><span style=""font-size: 150%; line-height: 116%;"">UZ</span><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=5185&amp;hilit=%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Проблемы с 1 UZ</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=22171&amp;p=372553&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p372553"" class=""postlink"">1uz-fe плавающая проблема</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=20866&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Срочно В номер! не завелся двигатель!</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=19216&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Помогите. Ошибка EFI 14 на UZS141</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=15742&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Проблема с запуском 1UZ</a><br><br><span style=""font-size: 150%; line-height: 116%;"">M</span><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=19352&amp;p=323099&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F#p323099"" class=""postlink"">Двигатель тяжело заводится</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=20337&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Холодный пуск M-TEU.вопрос</a><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=17259&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Не заводится 5М-Е</a><br><br><span style=""font-size: 150%; line-height: 116%;"">L</span><br><a href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=19111&amp;hilit=+%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F"" class=""postlink"">Помогите с 2L-THE</a>
",2011-09-21 07:29:56.000,3
2,1,"Всем ПРЭВЭТ!!! Сразу извиняюсь, если не туда.................Подскажите, куда смотреть................ Вчера днем завел машину, стоял ждал жену с работающим двигателем, минуты через три, двигатель ни с того, ни сего - ЗАГЛОХ!!!!!!! Думаю, приплыли. Завожу завелся, все нормально. Пол часика покатался и домой. <img src=""./images/smilies/patsak.gif"" alt="":ku:"" title=""Patsak Ku""><br>Сегодня утром завожу, начинает троить и глохнет. Второй раз- завелся, но как то неуверенно и прогревочные обороты низкие.Проработав минуты две, ЗАГЛОХ!!!!! Завожу в третий раз. Завелся, работает нормально. Подождал минут пять, но ехать не рискнул.................. <img src=""./images/smilies/patsak.gif"" alt="":ku:"" title=""Patsak Ku""><br><br>Вопрос:- ЧТО ПОМИРАЕТ??? Варианты. Чек не горит(вообще не работает). Самодиагностику не вариант сделать(из за того, что не горит ЧЕК) <img src=""./images/smilies/al.gif"" alt="":?"" title=""Confused""> Год постройки 1996, кузов 151, движка 1G-FE ( не БИМС)",2013-08-02 07:29:56.000,599
3,1,"
<blockquote><div>
<cite>Magik писал(а):</cite>Самодиагностику не вариант сделать(из за того, что не горит ЧЕК) <img src=""./images/smilies/al.gif"" alt="":?"" title=""Confused"">
</div></blockquote>
<br><br>а ты сделай...<br>тут все так пишут -чек не горит-зачем типа...<br>а потом -а что это за ошибки...и № всякие",2013-08-02 07:29:56.000,242
4,1,"
<span style=""font-weight: bold"">Magik</span><br>На выбор три....<span style=""font-weight: bold"">ТРИ ТЕМЫ в ФАКе</span> с твоими симптомами <img src=""./images/smilies/spiteful.gif"" alt="":x"" title=""Mad""><br><!-- l --><a class=""postlink-local"" href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=21324"">viewtopic.php?f=4&amp;t=21324</a><!-- l --><br><!-- l --><a class=""postlink-local"" href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=17797"">viewtopic.php?f=4&amp;t=17797</a><!-- l --><br><!-- l --><a class=""postlink-local"" href=""http://www.crown-club.ru/forum/viewtopic.php?f=4&amp;t=16605"">viewtopic.php?f=4&amp;t=16605</a><!-- l --><br><br><blockquote><div>
<cite>QWERTY писал(а):</cite><span style=""color: #FF0000"">ОБРАТИТЕ ВНИМАНИЕ</span> на то, что на многих двигателях проблемы схожи. Поэтому имея во владении JZ просмотрите и другие темы</div></blockquote>
<br> Если хочешь услышать мое ИМХО - <span style=""font-weight: bold""><span style=""font-size: 150%; line-height: 116%;"">""ДЛЯ НАЧАЛА ЗАМЕНИТЬ В ПРИБОРКЕ ЛАМПОЧКУ ЧЕКа""</span></span> и считать ошибки, ну, или хотя бы на диагностику съездить на сканер <img src=""./images/smilies/af.gif"" alt=""8)"" title=""Cool""><br>.....проблема в бензонасосе или его реле под капотом...как второй вариант система <span style=""font-weight: bold"">управления</span>(именно управления) зажиганием - это мне по секрету свояк сказал...сейчас он в битве экстрасенсов учавствует <img src=""./images/smilies/ae.gif"" alt="":P"" title=""Razz""><br><br>Мне вот тоже не очень удобно с телефона за рулем писать <img src=""./images/smilies/ag.gif"" alt="":lol:"" title=""Laughing"">
",2013-08-02 07:29:56.000,3
5,1,"
<blockquote><div>
<cite>YDV писал(а):</cite><blockquote><div>
<cite>Magik писал(а):</cite>Самодиагностику не вариант сделать(из за того, что не горит ЧЕК) <img src=""./images/smilies/al.gif"" alt="":?"" title=""Confused"">
</div></blockquote>
<br><br>а ты сделай...<br>тут все так пишут -чек не горит-зачем типа...<br>а потом -а что это за ошибки...и № всякие</div></blockquote>
<br><br>До меня вот не доходит.....................Для чего форум?????????? Наверное, для того, что бы завсегдатаи форума делали нам чайникам мозг <img src=""./images/smilies/aq.gif"" alt="":evil:"" title=""Evil or Very Mad""><img src=""./images/smilies/aq.gif"" alt="":evil:"" title=""Evil or Very Mad""><img src=""./images/smilies/aq.gif"" alt="":evil:"" title=""Evil or Very Mad""><br>Ну не все же электрики, механики, компьютерщики и т.д. До одних сразу доходит, другие со временем, а до других с трудом!!!!! Читал в какой то ветке отзывы о форуме............Не помню ник, но написал КЛАССНО!!!!! И много!!!!! Вот про таких как Вы и ваших советах................................ <img src=""./images/smilies/af.gif"" alt=""8)"" title=""Cool""> Проще надо быть, и люди потянутся к Вам <img src=""./images/smilies/ay.gif"" alt="":o"" title=""Surprised""><br>Вопрос актуален!!! Машина глохнет!!!!! У кого такое было, и как лечилось???? А не банальными ответами, провода, свечи,крышка трамблера, бензус и т.д. Все поменяно.",2013-08-02 07:29:56.000,599
6,1,"
<blockquote><div>
<cite>Magik писал(а):</cite>До меня вот не доходит.......</div></blockquote>
<br>значит читай еще и еще раз... как там Ульянов говорил , помнишь?<br><span style=""font-weight: bold"">воистину:</span> <span style=""text-decoration: underline"">книга - неиссякаемый источник фиги </span>:x <br><blockquote><div>
<cite>Magik писал(а):</cite>Для чего форум??????????</div></blockquote>
<br>ну уж точно не для гадания на кофейной гуще <img src=""./images/smilies/icon_exclaim.gif"" alt="":!:"" title=""Exclamation""><br>А ты прикинь, когда все это начиналось, даже литературы не было и форум был в зародыше....и ничего: сидели, разбирались, ковырялись, находили решения и никто не конючил, что мол дайте мне готовое решение. По твоей проблеме нет однозначного решения, к тому же с вводными данными в таком формате. Без обид, но был бы ты в моем городе я бы все показал (на твоем экземпляре) и рассказал, но увы, тебе придется доходить до всего самому.<br><br><blockquote><div>
<cite>Magik писал(а):</cite>Говорю же, ЧЕК НЕ ГОРИТ. Лампочку вставил.</div></blockquote>
<br><span style=""font-weight: bold""><span style=""color: #FF0000"">на диагностику съездить на сканер</span></span>...и чтобы мастер дал коды ошибок....ну да, придется отдать денежку <img src=""./images/smilies/spiteful.gif"" alt="":x"" title=""Mad""><br>Или выход другой могу предложить - разобраться и восстановить схему на эту <span style=""font-style: italic"">проклятую</span> лампочку...сможешь в схемах разобраться?",2013-08-02 07:29:56.000,3
7,1,"Да я и не обижаюсь............................ Машина стоит.................А дел за горло(как говорят Одесситы)!!!!! Лето <img src=""./images/smilies/ar.gif"" alt="":D"" title=""Very Happy""> Море рядом................... <img src=""./images/smilies/ac.gif"" alt="":("" title=""Sad"">  В понедельник поеду за сканером, и не в деньгах дело, ломаться начнет, мозг выносить, цену набивать........... <img src=""./images/smilies/aq.gif"" alt="":evil:"" title=""Evil or Very Mad"">  Со схемами , так скажем не дружу.Дружу с Кодексами <img src=""./images/smilies/ah.gif"" alt="":oops:"" title=""Embarassed"">  Выходные только начались, может кто то чё присоветует................. Проблема ведь не такая сложная, если бы его колбасило, или что то в этом роде, тогда причин много. А здесь......Ведь у кого то наверняка подобное было!!!!<br>Спасибо за понимание <img src=""./images/smilies/ay.gif"" alt="":o"" title=""Surprised"">
",2013-08-03 07:29:56.000,599
8,1,"Ну в общем, переворошил проводку, подергал за контакты, фишки, поменял лампочку..........Чек загорелся <img src=""./images/smilies/ar.gif"" alt="":D"" title=""Very Happy""><img src=""./images/smilies/ar.gif"" alt="":D"" title=""Very Happy""><img src=""./images/smilies/ar.gif"" alt="":D"" title=""Very Happy"">  Провел самодиагностику, результат НОЛЬ <img src=""./images/smilies/be.gif"" alt="":roll:"" title=""Rolling Eyes""><img src=""./images/smilies/be.gif"" alt="":roll:"" title=""Rolling Eyes""><img src=""./images/smilies/be.gif"" alt="":roll:"" title=""Rolling Eyes"">  Моргает постоянно, ошибок не выдает <img src=""./images/smilies/ai.gif"" alt="":shock:"" title=""Shocked""><img src=""./images/smilies/ai.gif"" alt="":shock:"" title=""Shocked""><img src=""./images/smilies/ai.gif"" alt="":shock:"" title=""Shocked"">
",2013-08-03 07:29:56.000,599
9,1,"
<blockquote><div>
<cite>Magik писал(а):</cite>Моргает постоянно, ошибок не выдает</div></blockquote>
<br>на заведенном проверял?",2013-08-04 07:29:56.000,3
10,1,"
<blockquote><div>
<cite>QWERTY писал(а):</cite>на заведенном проверял?</div></blockquote>
<br><br>Нет, не на заведенном. Включил зажигание, перемкнул контакты, моргает с одной частотой!!!!! Все по азбуке. Пробовал, сначалап перемкнуть, потом включить зажигание - тоже самое!!!!!!",2013-08-05 07:29:56.000,599
11,1,"
<blockquote><div>
<cite>ElektroKoT писал(а):</cite><span style=""font-weight: bold"">Magik</span><br>Топливный насос как поживает?</div></blockquote>
<br><br>Вроде нормально. Он ведь не умирает сразу...........А если и откажет(отключится), то машина какое то время наверное(несколько секунд) будет работать, троить и заглохнет.........................",2013-08-05 07:29:57.000,599
12,1,"
<blockquote><div>
<cite>Magik писал(а):</cite>Вроде нормально. Он ведь не умирает сразу...........А если и откажет(отключится), то машина какое то время наверное(несколько секунд) будет работать, троить и заглохнет.........................</div></blockquote>
<br>Бывает повсякому: просто неработает, гудит но некачает, гудит и плохо качает, заклинивает ( переплюсуешь чтобы крутнулся в обратку и опять работаен, но недолго)<br>В чем трудность его проверить? а? сними хоть шланг с обратки бака и посмотри.",2013-08-28 07:29:57.000,22
13,1,"
<span style=""font-weight: bold"">Magik</span><br>слушай , после поездки по глубоким лужам у меня была подобная ситуация ...<br>заводилось , работало , всё нормально и бывало глохла ни с того ни с чего , как будто бенз кончается <br>поменял бензонасос (хотя мой крутил ...крутил , да давление не давал ) <br>поменял ДМРВ<br>заметь всё это не помогало , по-прежнему глох ни стого ни с чего , ...<br>начал чистить по очерёдно все фишки , датчики , контакты , предохранители смотреть ...и по прежнему глох , бывает поработает минуту , бывает час , по-разному  и прекратилось всё это после того как почистил датчик температуры двигателя ...не тот что  идёт на приборку , а тот , что на комп ... вот и вся песня ... тоисть мне важно было узнать от чего так ? понятное дело , что после луж ...но надо ж было выяснить для себя какая именно хреновина  подкачала )))) заодно маленькая профилактика",2013-08-28 07:29:57.000,600
14,1,"здравствуйте подскажите в чем может быть беда - когда включаешь парковку с любой другой передачи и отпускаешь педаль тормоза двигатель теряет обороты ,а порой о вообще глохнет!gs131 двига 1ggze",2013-10-03 07:29:57.000,601
15,1,Диагностика?,2013-10-04 07:29:57.000,3
16,1,"Сразу извиняюсь если не туда пишу.<br>Весь расстроенный  <img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""> вообщем все поп порядку расскажу как дело было:<br>Стояла на улицы морозы около -25 за ночь замерз аккум, пробовал прикуривать не помогло стартер крутил но вяло, вообщем не завелась. на следующий день отбуксировали в тёплый бокс около 4-5км. Поставили отогреваться аккум на зарядку, на следующий день поставил аккум и не заводиться  <img src=""./images/smilies/ac.gif"" alt="":("" title=""Sad""> втягивающие щелкает а ДВС не прокручивает лампочки на панели тускнеют.<br><br>Помогите советом или хоть успокойте что ничего страшного а то весь расстроенный  <img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""><img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""><img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""> дело в том что заклинивал ДВС на моих глазах правда на мазе все было точно так же втягивающие щелкает а не крутит и лампочки так же тускнели...",2013-12-24 07:29:57.000,498
17,1,"
<span style=""font-weight: bold"">Alekseev</span><br>Если тупо щелкает, то стартеру пиз..ец <img src=""./images/smilies/al.gif"" alt="":?"" title=""Confused""> Но это если аккум живой, потому что очень похоже, что он дохлый.",2013-12-24 07:29:57.000,167
18,1,"Наверное прокрутить колено за болт  - из области фантастических советов?<br>Может бензина полные цилиндры, масл. щуп вытаскивали, масло нюхали?",2013-12-24 07:29:57.000,3
19,1,"
<blockquote><div>
<cite>QWERTY писал(а):</cite>Наверное прокрутить колено за болт</div></blockquote>Зачем? Двиг даже не крутится.",2013-12-24 07:29:57.000,167
514,10,Не знаю! Сегодня проверю!,2011-11-15 07:31:12.000,648
1619,36,по ходу форсы льют....,2013-02-04 07:34:27.000,391
3508,83,а чё бывает зимняя резина не шипованая?,2011-12-01 07:40:30.000,19
20,1,"А ты уверен, что не крутится? Может стартер ""козу"" словил? Это что там за сервис такой? Что с ходу не могут определить причину?... ты в нормальный сервис перекати машину <img src=""./images/smilies/spiteful.gif"" alt="":x"" title=""Mad""><br>Свечи выкручивали или .... нах надо, и так заведем <img src=""./images/smilies/af.gif"" alt=""8)"" title=""Cool"">
",2013-12-24 07:29:57.000,3
21,1,"
<blockquote><div>
<cite>QWERTY писал(а):</cite> Может стартер ""козу"" словил? </div></blockquote> именно так и было, отогнал в сервис поменяли терь все ок  <img src=""./images/smilies/ar.gif"" alt="":D"" title=""Very Happy"">
",2013-12-25 07:29:59.000,498
22,1,"
<blockquote><div>
<cite>QWERTY писал(а):</cite>А ты уверен, что не крутится? Может стартер ""козу"" словил? Это что там за сервис такой? Что с ходу не могут определить причину?... ты в нормальный сервис перекати машину <img src=""./images/smilies/spiteful.gif"" alt="":x"" title=""Mad""><br>Свечи выкручивали или .... нах надо, и так заведем <img src=""./images/smilies/af.gif"" alt=""8)"" title=""Cool"">
</div></blockquote>
<br><img src=""./images/smilies/ay.gif"" alt="":o"" title=""Surprised""><img src=""./images/smilies/ag.gif"" alt="":lol:"" title=""Laughing"">
",2013-12-25 07:29:59.000,194
